πληροφορίες,ημνία_πλειστηριασμού,μοναδικός_κωδικός,τύπος_ακινήτου,περιφέρεια,δήμος,επιφάνεια,όροφος,έτος_κατασκευής,κατάσταση_πλειστηριασμού,τιμή_εκκίνησης (€),ακρίβεια_τοποθεσίας,latitude,longitude,year_range,surface_range
https://www.eauction.gr/Auction/Details/1fcg_3_ka47j0_434h1ccgb4cc7i1c1h,22/06/2022,YykePJWCaH-001,Επαγγελματικοί Χώροι,Αττικής,Περάματος,26.8,Ισόγειο,1989.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,28000,ναι,37.9643384,23.5710756,1970-1989,<50
https://www.eauction.gr/Auction/Details/555gad2c_b23ced07g0i7h3k2d1a7g7i,22/06/2022,YykePJWCaH-002,Επαγγελματικοί Χώροι,Αττικής,Περάματος,35.2,Ισόγειο,1989.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,35000,ναι,37.9643384,23.5710756,1970-1989,<50
https://www.eauction.gr/Auction/Details/035c4d_1043634_1451a_b1a305j4eck,23/11/2022,wgwFsNVDkx,Κατοικία,Αττικής,Αγίων Αναργύρων - Καματερού,54.7,Ισόγειο,1983.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,44500,ναι,38.0407276,23.7301153,1970-1989,50-99
https://www.eauction.gr/Auction/Details/0e0a1c57d5bh1a1b2ed60ga67kdcc30_,29/06/2022,9aW86SdbSU,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,71.55,1ος,1967.0,Ματαιωμένος,49000,ναι,37.959779,23.6735476,1950-1969,50-99
https://www.eauction.gr/Auction/Details/6d6ba47a41cicg07546_cj55_f00b0c7,20/07/2022,5pbfMhqoT4,Κατοικία,Αττικής,Παλαιού Φαλήρου,71.0,1ος,1972.0,Ολοκληρωμένος - Κατακύρωση,110000,ναι,37.9295728,23.6897126,1970-1989,50-99
https://www.eauction.gr/Auction/Details/774k3k_77_53bhai_h510_bk5b5i0fak,28/12/2022,TI9xTHVuHr-001,Κατοικία,Αττικής,Κηφισιάς,98.8,Ισόγειο,2000.0,Ματαιωμένος,166000,ναι,38.1004575,23.7944715,2000-2009,50-99
https://www.eauction.gr/Auction/Details/b06hcf0ea26ea3162gcbccc06440af1c,20/07/2022,uTYvPs44B2,Κατοικία,Αττικής,Κερατσινίου - Δραπετσώνας,65.0,5ος,1994.0,Ματαιωμένος,76000,ναι,37.9684646,23.6252318,1990-1999,50-99
https://www.eauction.gr/Auction/Details/1h50614kce0274c4c3_ja31hd456b107,28/12/2022,TI9xTHVuHr-002,Κατοικία,Αττικής,Κηφισιάς,47.45,Ισόγειο,2000.0,Ματαιωμένος,98000,ναι,38.1004575,23.7944715,2000-2009,<50
https://www.eauction.gr/Auction/Details/53_i2f3f6b7g2_6bb_c62j7j2576202_,02/12/2022,m5WCAXrySB,Αγροτεμάχιο με κτίσμα,Αττικής,Λαυρεωτικής,126.63,Ισόγειο,1991.0,Ματαιωμένος,116000,ναι,37.7704123,24.0013017,1990-1999,100-149
https://www.eauction.gr/Auction/Details/561k4505571j070071b50fd74gd7033k,07/12/2022,19VD6HZPof,Κατοικία,Αττικής,Φιλαδέλφειας - Χαλκηδόνος,111.2,4ος,1984.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,142000,ναι,38.0306724,23.7316782,1970-1989,100-149
https://www.eauction.gr/Auction/Details/0h0cb3_b2ab25_33_k7f46135iddcf3k,16/12/2022,RB36ZjjNaw,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,82.19,3ος,1970.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,44000,ναι,37.9729114,23.666244,1970-1989,50-99
https://www.eauction.gr/Auction/Details/abb5d1777f016k4k15d_a66kbdb31fc7,11/01/2023,ivZ5ssyKae,Αγροτεμάχιο,Αττικής,Μαραθώνος,2310.0,,,Ολοκληρωμένος - Κατακύρωση,20000,όχι,38.0779635,23.957564,,
https://www.eauction.gr/Auction/Details/5c4g3_0f1c1_26d2aecg3i7ic57j4k75,09/11/2022,P6gLM3jak3,Κατοικία,Αττικής,Χαϊδαρίου,99.29,2ος,1955.0,Ματαιωμένος,77000,ναι,38.010193,23.6462297,1950-1969,50-99
https://www.eauction.gr/Auction/Details/b706_1353j3264226h3fagc461de4f4_,08/09/2022,tVrkv2AVQX,Κατοικία,Αττικής,Σαλαμίνας,113.57,,,Ματαιωμένος,25000,ναι,37.9216324,23.4659197,,100-149
https://www.eauction.gr/Auction/Details/ajd_26ch5_34b5603j6h6ja25c_fab7d,20/07/2022,iiybM8PKEj,Κατοικία,Αττικής,Κορυδαλλού,87.2,3ος,1976.0,Ολοκληρωμένος - Κατακύρωση,77000,ναι,37.9805232,23.6493762,1970-1989,50-99
https://www.eauction.gr/Auction/Details/bh3g171bdd3h507d6c1ccg253hag07c_,25/11/2022,mFbpjmrSK6,Κατοικία,Αττικής,Βύρωνος,150.0,Ισόγειο,1973.0,Ματαιωμένος,69300,ναι,37.9547991,23.761647,1970-1989,150-199
https://www.eauction.gr/Auction/Details/cdc66hah56242c424h6_4c640ca25a_5,21/12/2022,Zwm7frTIa2,Οικόπεδο,Αττικής,Σαλαμίνας,110.0,Ισόγειο,1970.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,90000,ναι,37.9689521,23.4924522,1970-1989,100-149
https://www.eauction.gr/Auction/Details/0625a51b5f57bk3i4ick4d4__5cib__1,14/12/2022,evQ0Vjkswe,Κατοικία,Αττικής,Παλαιού Φαλήρου,56.4,2ος,1960.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,90000,ναι,37.9300897,23.6982474,1950-1969,50-99
https://www.eauction.gr/Auction/Details/ah37dcdeai_6_57addca565i66_f7abc,06/07/2022,4kKAQnuyHF,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,53.06,2ος,1980.0,Ματαιωμένος,42200,ναι,37.9815737,23.6359574,1970-1989,50-99
https://www.eauction.gr/Auction/Details/342e27_k5ec57kba3f452h_10i_26eah,06/07/2022,U5dsuwJECy,Κατοικία,Αττικής,Παλαιού Φαλήρου,82.74,1ος,1975.0,Ματαιωμένος,121000,ναι,37.9315237,23.7055561,1970-1989,50-99
https://www.eauction.gr/Auction/Details/3eci1b01356553b_7c_b2h620i3i3b2a,20/07/2022,J4lStXjfws,Κατοικία,Αττικής,Αθηναίων,67.8,4ος,1972.0,Ολοκληρωμένος - Κατακύρωση,87000,ναι,37.9626517,23.7287732,1970-1989,50-99
https://www.eauction.gr/Auction/Details/7j4h405g2c_h3_3edca75k2jba5b7b0c,20/07/2022,FT3fs1FsPC,Κατοικία,Αττικής,Πειραιώς,86.07,Ισόγειο,1968.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,38000,ναι,37.9547015,23.6323244,1950-1969,50-99
https://www.eauction.gr/Auction/Details/650a730_c34737426jbd3_c4c2daa01j,18/01/2023,uaHDg0pl60,Κατοικία,Αττικής,Αθηναίων,65.5,Ισόγειο,1975.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,56000,ναι,38.0041488,23.7384308,1970-1989,50-99
https://www.eauction.gr/Auction/Details/2h5daj2_4c5645aa4h4j27d3b405c47g,06/07/2022,Y4E1GiSiEP-001,Κατοικία,Αττικής,Πειραιώς,90.4,3ος,2006.0,Ματαιωμένος,136000,ναι,37.9580167,23.6442468,2000-2009,50-99
https://www.eauction.gr/Auction/Details/adb36fak4kch6415d7ca3eb5ckc62k31,06/07/2022,Y4E1GiSiEP-002,Αποθήκη,Αττικής,Πειραιώς,4.2,Υπόγειο,2006.0,Ματαιωμένος,2000,ναι,37.9580167,23.6442468,2000-2009,<50
https://www.eauction.gr/Auction/Details/1a67agd2757ici36bj2_672h1g5c4dak,20/07/2022,RSdn3eflTT,Κατοικία,Αττικής,Αθηναίων,64.3,7ος,1963.0,Ολοκληρωμένος - Κατακύρωση,38604,ναι,37.9837544,23.7258389,1950-1969,50-99
https://www.eauction.gr/Auction/Details/1f516f7h2j0h637a_jci3b_ibb075id_,27/07/2022,NJSRgPKNPw-003,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,78.0,1ος,1968.0,Ματαιωμένος,58000,ναι,37.9781448,23.6326449,1950-1969,50-99
https://www.eauction.gr/Auction/Details/604gc2ahb41h5kbkck7370ccaec7a440,27/07/2022,NJSRgPKNPw-001,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,78.35,5ος,2003.0,Ματαιωμένος,103000,ναι,37.978989,23.6315025,2000-2009,50-99
https://www.eauction.gr/Auction/Details/67401bcb0613ae__7i2ka47604aj7h77,27/07/2022,NJSRgPKNPw-002,Αποθήκη,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,9.64,Υπόγειο,2003.0,Ματαιωμένος,2000,ναι,37.978989,23.6315025,2000-2009,<50
https://www.eauction.gr/Auction/Details/33b2bh_gb036_i_h7164af16_e3j1b26,21/09/2022,10H20pgVUT-002,Αποθήκη,Αττικής,Καλλιθέας,3.4,Υπόγειο,2007.0,Ολοκληρωμένος - Κατακύρωση,900,ναι,37.953949,23.6971359,2000-2009,<50
https://www.eauction.gr/Auction/Details/3c55a2c_c12f7d_g72b7a0715h0j4a__,21/09/2022,10H20pgVUT-001,Κατοικία,Αττικής,Καλλιθέας,47.16,1ος,2007.0,Ολοκληρωμένος - Κατακύρωση,84000,ναι,37.953949,23.6971359,2000-2009,<50
https://www.eauction.gr/Auction/Details/5f120_27_57ha1015j1fb_150h4077aj,09/12/2022,9jJMYKnS43,Κατοικία,Αττικής,Αθηναίων,72.0,Ισόγειο,1968.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,53000,ναι,37.9991441,23.7372916,1950-1969,50-99
https://www.eauction.gr/Auction/Details/6fbd365a7k300h17cic72eb234dca72d,28/09/2022,hYWThmqS9a,Κατοικία,Αττικής,Αθηναίων,28.0,2ος,2003.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,49000,ναι,37.9996111,23.7484661,2000-2009,<50
https://www.eauction.gr/Auction/Details/2b2j05d45gd5301k1h41461j4564a_3a,21/09/2022,OLqZN0YisZ,Κατοικία,Αττικής,Αχαρνών,88.0,Ισόγειο,1977.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,57000,ναι,38.0761628,23.7363297,1970-1989,50-99
https://www.eauction.gr/Auction/Details/3c6067c004261_2d74504_4c155j_b_1,14/12/2022,MHgaUcVZAT,Κατοικία,Αττικής,Φυλής,149.56,Ισόγειο,2006.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,211000,ναι,38.0961125,23.6879833,2000-2009,100-149
https://www.eauction.gr/Auction/Details/4j53610c354aa65j25dg37_a11cba37i,14/09/2022,BrE5mAeBC6,Κατοικία,Αττικής,Φυλής,216.45,Ισόγειο,2010.0,Ματαιωμένος,183000,ναι,38.0852335,23.695715,2010-2024,200-299
https://www.eauction.gr/Auction/Details/2e15a12edc37bbc0ce411k2k13bacg1f,21/12/2022,cxgFEPM8Oc,Κατοικία,Αττικής,Καλλιθέας,68.09,2ος,1995.0,Ματαιωμένος,108000,ναι,37.9509278,23.6888419,1990-1999,50-99
https://www.eauction.gr/Auction/Details/5fbkd04f02ab56ab_ic371d123a60g46,21/09/2022,KOcJrToxdV,Κατοικία,Αττικής,Αθηναίων,83.5,Ισόγειο,1965.0,Ολοκληρωμένος - Κατακύρωση,95000,ναι,37.9715019,23.7466802,1950-1969,50-99
https://www.eauction.gr/Auction/Details/3__g5k_3_d1e3e51_3bg1h63_bde1ebi,01/02/2023,gxy8i6t0dK,Κατοικία,Αττικής,Καλλιθέας,47.42,Ισόγειο,1967.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,43000,ναι,37.9535934,23.69984,1950-1969,<50
https://www.eauction.gr/Auction/Details/61aeb1ada402cac024ddai_b1id5d141,28/09/2022,rQ2fNrmtMm-001,Κατοικία,Αττικής,Παλαιού Φαλήρου,93.85,5ος,2001.0,Ματαιωμένος,248000,όχι,37.929305,23.7081531,2000-2009,50-99
https://www.eauction.gr/Auction/Details/_kcdc6b72g_2_d7511606bad1j54253i,28/09/2022,rQ2fNrmtMm-002,Αποθήκη,Αττικής,Παλαιού Φαλήρου,3.82,Υπόγειο,2001.0,Ματαιωμένος,2000,όχι,37.929305,23.7081531,2000-2009,<50
https://www.eauction.gr/Auction/Details/57cea0d5ad4_ck32c_566h1_742j0k1d,28/09/2022,rQ2fNrmtMm-003,Θέση Στάθμευσης,Αττικής,Παλαιού Φαλήρου,12.15,Υπόγειο,2001.0,Ματαιωμένος,10000,όχι,37.929305,23.7081531,2000-2009,<50
https://www.eauction.gr/Auction/Details/1i574bbj24_5a3b70316564gc70iae5g,20/07/2022,INLHI5iHq8,Κατοικία,Αττικής,Αχαρνών,65.6,1ος,1999.0,Ματαιωμένος,79000,όχι,38.0884696,23.7385669,1990-1999,50-99
https://www.eauction.gr/Auction/Details/d520466_562g3eb6a43350af5e03d_10,21/09/2022,9geMYyovjv,Κατοικία,Αττικής,Αθηναίων,48.6,2ος,1967.0,Ματαιωμένος,47000,ναι,38.0149172,23.7280699,1950-1969,<50
https://www.eauction.gr/Auction/Details/1h2c507faf2_0k76c7c54g_44d23ahad,21/09/2022,vex2bp4A6t,Κατοικία,Αττικής,Αθηναίων,28.5,2ος,2008.0,Ολοκληρωμένος - Κατακύρωση,49000,ναι,37.9683817,23.7039777,2000-2009,<50
https://www.eauction.gr/Auction/Details/d167ak4i6ca_440hbdc3d274_h545b4e,07/09/2022,1xRYDVJdjr,Κατοικία,Αττικής,Αθηναίων,50.0,Ισόγειο,1967.0,Ματαιωμένος,45000,ναι,37.9982402,23.7363452,1950-1969,50-99
https://www.eauction.gr/Auction/Details/4bbbbc_0__33131g2e5j7aaa4560chd6,07/09/2022,fbCcuihGoU-002,Αποθήκη,Αττικής,Νέας Ιωνίας,9.8,Υπόγειο,2002.0,Ολοκληρωμένος - Κατακύρωση,3600,ναι,38.0359919,23.7692984,2000-2009,<50
https://www.eauction.gr/Auction/Details/1hd173dc062dcj_b7011c35i4i_61d45,07/09/2022,fbCcuihGoU-001,Κατοικία,Αττικής,Νέας Ιωνίας,55.5,5ος,2002.0,Ολοκληρωμένος - Κατακύρωση,82800,ναι,38.0359919,23.7692984,2000-2009,50-99
https://www.eauction.gr/Auction/Details/467e5h4a7ia6ak6i6aac723hd1314kdd,01/02/2023,aUAUxhcBp0,Κατοικία,Αττικής,Γλυφάδας,24.0,Ισόγειο,1989.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,1000000,ναι,37.8781994,23.7558749,1970-1989,<50
https://www.eauction.gr/Auction/Details/afb64kd6a30d2d1f535e7_3fcea30h5k,30/09/2022,arJhFWObuY,Κατοικία,Αττικής,Αιγάλεω,50.4,1ος,1983.0,Ματαιωμένος,43000,ναι,37.983649,23.6717485,1970-1989,50-99
https://www.eauction.gr/Auction/Details/4i727ec_4h7c_d5_724g0g7f326fcd6_,18/01/2023,XIFaZrHCHQ,Κατοικία,Αττικής,Φυλής,60.5,Ισόγειο,1970.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,41000,ναι,38.0821748,23.6931397,1970-1989,50-99
https://www.eauction.gr/Auction/Details/d20abha1206k4_bi_bbd061dc67h5i65,29/07/2022,eItEXLj4FT,Κατοικία,Αττικής,Παπάγου - Χολαργού,90.16,1ος,1960.0,Ματαιωμένος,159000,ναι,37.988179,23.7925923,1950-1969,50-99
https://www.eauction.gr/Auction/Details/5fd72a6dc3a04h4b11cc_g1c61ai6b6g,25/01/2023,i8PoJGQ88A-001,Κατοικία,Αττικής,Αιγάλεω,62.09,1ος,1980.0,Ματαιωμένος,72700,ναι,38.0028377,23.6685162,1970-1989,50-99
https://www.eauction.gr/Auction/Details/365edg_a0h7g71_e_50_a2d7bf3b0i5h,25/01/2023,i8PoJGQ88A-002,Κατοικία,Αττικής,Αιγάλεω,37.02,2ος,1980.0,Ματαιωμένος,45100,ναι,38.0028377,23.6685162,1970-1989,<50
https://www.eauction.gr/Auction/Details/166fccda_ec5c06gbh7haj20743e1j4c,27/07/2022,sLWC2b2wSK,Κατοικία,Αττικής,Κορυδαλλού,80.0,Ισόγειο,1979.0,Ματαιωμένος,63000,ναι,37.9800823,23.6513506,1970-1989,50-99
https://www.eauction.gr/Auction/Details/6h6_0k3f101235c_b105a5655kc60ba4,13/10/2022,Y5qrLuCxZE-001,Αποθήκη,Αττικής,Παλαιού Φαλήρου,5.61,Υπόγειο,2003.0,Ματαιωμένος,2000,ναι,37.9314607,23.6913183,2000-2009,<50
https://www.eauction.gr/Auction/Details/5a13bb0dbg3d3d515j5i7253_0d2b6d2,13/10/2022,Y5qrLuCxZE-002,Θέση Στάθμευσης,Αττικής,Παλαιού Φαλήρου,12.5,Υπόγειο,2003.0,Ματαιωμένος,14000,ναι,37.9314607,23.6913183,2000-2009,<50
https://www.eauction.gr/Auction/Details/422460716kbc344k52546k4f36bi01b2,13/10/2022,Y5qrLuCxZE-003,Κατοικία,Αττικής,Παλαιού Φαλήρου,126.84,3ος,2003.0,Ματαιωμένος,307000,ναι,37.9314607,23.6913183,2000-2009,100-149
https://www.eauction.gr/Auction/Details/5f741h2i1ic4_2612_430b2a5e256171,03/02/2023,S7mgP9j2eQ,Αγροτεμάχιο,Αττικής,Λαυρεωτικής,267.7,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,14000,όχι,37.8258125,24.0429362,,200-299
https://www.eauction.gr/Auction/Details/534302dg5a4ddab1cb2cddd3a3c50f24,18/01/2023,2JWj9BsvCG-001,Κατοικία,Αττικής,Πειραιώς,70.28,6ος,2003.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,111700,ναι,37.9601846,23.6307168,2000-2009,50-99
https://www.eauction.gr/Auction/Details/7h57d55_bj511d5eaa3hdf6k2d24b62f,18/01/2023,2JWj9BsvCG-002,Αποθήκη,Αττικής,Πειραιώς,10.0,Υπόγειο,2003.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,5600,ναι,37.9601846,23.6307168,2000-2009,<50
https://www.eauction.gr/Auction/Details/431bd70b74chd6c47641ca4j1k3g0b3h,12/01/2023,DLLXqGp0Tu,Κατοικία,Αττικής,Δάφνης - Υμηττού,97.8,Ισόγειο,1980.0,Ματαιωμένος,67000,ναι,37.9555231,23.7379251,1970-1989,50-99
https://www.eauction.gr/Auction/Details/5g1a_g3_6bcbag7j2h7d7j554650bb53,15/02/2023,8iJ5EUtDOk-001,Κατοικία,Αττικής,Αιγάλεω,32.7,2ος,2007.0,Ματαιωμένος,41000,ναι,38.0002105,23.6790331,2000-2009,<50
https://www.eauction.gr/Auction/Details/0f34001da076_0_035304abj_7a04jbk,15/02/2023,8iJ5EUtDOk-002,Κατοικία,Αττικής,Αιγάλεω,28.7,2ος,2007.0,Ματαιωμένος,36000,ναι,38.0002105,23.6790331,2000-2009,<50
https://www.eauction.gr/Auction/Details/5ac4dgd31a2ecac5d0270e5i620f_i_1,15/02/2023,8iJ5EUtDOk-003,Κατοικία,Αττικής,Αιγάλεω,35.8,2ος,2007.0,Ματαιωμένος,45000,ναι,38.0002105,23.6790331,2000-2009,<50
https://www.eauction.gr/Auction/Details/35b2476b552524c27faac4a3422b6j4d,15/02/2023,8iJ5EUtDOk-004,Κατοικία,Αττικής,Αιγάλεω,22.5,2ος,2007.0,Ματαιωμένος,25000,ναι,38.0002105,23.6790331,2000-2009,<50
https://www.eauction.gr/Auction/Details/2gcfcg22756g42ba6d0c01_573277ca0,21/09/2022,AbWwy09j0k,Κατοικία,Αττικής,Λυκόβρυσης - Πεύκης,88.0,1ος,1971.0,Ολοκληρωμένος - Κατακύρωση,91784,ναι,38.0665076,23.7874144,1970-1989,50-99
https://www.eauction.gr/Auction/Details/454j314a2d631a_e3_11cd6ab40315_0,27/07/2022,DT3gEKetjE,Κατοικία,Αττικής,Αθηναίων,51.06,1ος,1970.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,34000,ναι,37.99502,23.7275627,1970-1989,50-99
https://www.eauction.gr/Auction/Details/b45e033ga2_j4_a20e3g7456700c2d0k,01/02/2023,5K8rsm8QnN,Αγροτεμάχιο με κτίσμα,Αττικής,Ασπροπύργου,180.0,Ισόγειο,1993.0,Ματαιωμένος,126000,ναι,38.0815598,23.5653867,1990-1999,150-199
https://www.eauction.gr/Auction/Details/4ddf61_k76c2304g7__5501e4ca4366c,14/09/2022,NDoRryvXDn,Κατοικία,Αττικής,Αχαρνών,80.0,1ος,1978.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,110000,ναι,38.1402179,23.8305047,1970-1989,50-99
https://www.eauction.gr/Auction/Details/05c0bd55b_c23d_fdcbd4ga23e2d47dc,28/09/2022,yiVlshZbAt-001,Αποθήκη,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,4.62,Υπόγειο,2007.0,Ολοκληρωμένος - Κατακύρωση,650,όχι,37.9650277,23.6518525,2000-2009,<50
https://www.eauction.gr/Auction/Details/4k35d3ca_04g21627d6_35c716b33a4h,28/09/2022,yiVlshZbAt-003,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,45.63,2ος,2007.0,Ολοκληρωμένος - Κατακύρωση,50700,όχι,37.9650277,23.6518525,2000-2009,<50
https://www.eauction.gr/Auction/Details/b322c11ia140164_2h_32_d40eb3_ac_,28/09/2022,yiVlshZbAt-002,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,45.63,1ος,2007.0,Ολοκληρωμένος - Κατακύρωση,49400,όχι,37.9650277,23.6518525,2000-2009,<50
https://www.eauction.gr/Auction/Details/bb16ci37ag272i_kb62d362e5e6b077h,01/09/2022,ca0StlEwpm,Κατοικία,Αττικής,Βύρωνος,72.09,2ος,1974.0,Ματαιωμένος,75000,ναι,37.9569091,23.75122,1970-1989,50-99
https://www.eauction.gr/Auction/Details/1g_kae076j3j7a146262670eca6e1e4e,21/12/2022,ol7Ck1YH9r-002,Αποθήκη,Αττικής,Ελληνικού - Αργυρούπολης,15.5,Υπόγειο,1999.0,Ολοκληρωμένος - Κατακύρωση,5000,ναι,37.9001267,23.7480704,1990-1999,<50
https://www.eauction.gr/Auction/Details/0h5e715j7fc5a3ce36df146g_6644c6a,01/09/2022,QE3x2onZEg-003,Θέση Στάθμευσης,Αττικής,Κερατσινίου - Δραπετσώνας,10.13,Υπόγειο,2002.0,Ολοκληρωμένος - Κατακύρωση,4600,ναι,37.948621,23.6276946,2000-2009,<50
https://www.eauction.gr/Auction/Details/b6d52h076h4407a2706g122_a1d36170,21/12/2022,ol7Ck1YH9r-003,Θέση Στάθμευσης,Αττικής,Ελληνικού - Αργυρούπολης,17.2,Ισόγειο,1999.0,Ολοκληρωμένος - Κατακύρωση,5500,ναι,37.9001267,23.7480704,1990-1999,<50
https://www.eauction.gr/Auction/Details/cc70a_20d0bi77650e33accd40b_ad20,01/09/2022,QE3x2onZEg-002,Αποθήκη,Αττικής,Κερατσινίου - Δραπετσώνας,4.64,Υπόγειο,2002.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,1800,ναι,37.948621,23.6276946,2000-2009,<50
https://www.eauction.gr/Auction/Details/b3746b47bf20c6abd0_j4b4h46d46g1i,21/12/2022,ol7Ck1YH9r-001,Κατοικία,Αττικής,Ελληνικού - Αργυρούπολης,100.0,1ος,1999.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,205000,ναι,37.9001267,23.7480704,1990-1999,100-149
https://www.eauction.gr/Auction/Details/56_a4i70d52g_i4gab10421f_bbe2kb1,07/12/2022,eda83aEKlA-001,Κατοικία,Αττικής,Σαλαμίνας,95.68,Ισόγειο,2000.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,81470,ναι,37.9677205,23.5036765,2000-2009,50-99
https://www.eauction.gr/Auction/Details/241h15ch05051b2b2_5d1_babh7ac6a3,07/12/2022,eda83aEKlA-002,Επαγγελματικοί Χώροι,Αττικής,Σαλαμίνας,68.92,Ισόγειο,2000.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,67000,ναι,37.9677205,23.5036765,2000-2009,50-99
https://www.eauction.gr/Auction/Details/034h3d5ace1ka50g335jaf_ja1chb55a,01/09/2022,vOxEG2dG0O-001,Κατοικία,Αττικής,Πειραιώς,23.07,3ος,2007.0,Ματαιωμένος,38000,ναι,37.9594924,23.6605697,2000-2009,<50
https://www.eauction.gr/Auction/Details/3ade444b4e2b3j_e675c7g1kbgbcagc_,01/09/2022,vOxEG2dG0O-002,Αποθήκη,Αττικής,Πειραιώς,3.18,Υπόγειο,2007.0,Ματαιωμένος,1000,ναι,37.9594924,23.6605697,2000-2009,<50
https://www.eauction.gr/Auction/Details/_44a0e54127j6i61dc3k323d0h_d_i3_,07/12/2022,WbX1OKTs0p-001,Κατοικία,Αττικής,Αθηναίων,115.0,7ος,2000.0,Ματαιωμένος,220000,ναι,38.0017634,23.7473987,2000-2009,100-149
https://www.eauction.gr/Auction/Details/62_16k6c4gb10d1h5_ce67411j1a3a5j,07/12/2022,WbX1OKTs0p-002,Αποθήκη,Αττικής,Αθηναίων,7.0,Υπόγειο,2000.0,Ματαιωμένος,2000,ναι,38.0017634,23.7473987,2000-2009,<50
https://www.eauction.gr/Auction/Details/13cec75f2eb1305b7_0d036cd7b01b4j,01/09/2022,4c1nPb1H4H,Κατοικία,Αττικής,Αγίων Αναργύρων - Καματερού,77.5,Ισόγειο,2006.0,Ματαιωμένος,80300,ναι,38.0543532,23.7271946,2000-2009,50-99
https://www.eauction.gr/Auction/Details/67cd212j7ebh4cbebi5j1_4b7071bb7_,21/09/2022,2YTBVhYaNA,Κατοικία,Αττικής,Κηφισιάς,70.86,2ος,1977.0,Ματαιωμένος,85000,ναι,38.0715419,23.7944302,1970-1989,50-99
https://www.eauction.gr/Auction/Details/b72dbg3hcic4407ided1a5aka5c3_bag,07/09/2022,lnsntqUDm5,Κατοικία,Αττικής,Αθηναίων,73.09,2ος,1970.0,Ματαιωμένος,56000,ναι,37.9951738,23.7281907,1970-1989,50-99
https://www.eauction.gr/Auction/Details/a_2i47374_4g0h3k5_1k2h623fd50a63,07/09/2022,lPXvbbHHNd,Κατοικία,Αττικής,Αθηναίων,62.0,3ος,1979.0,Ματαιωμένος,46000,ναι,37.9929001,23.7280954,1970-1989,50-99
https://www.eauction.gr/Auction/Details/ck02ce23146e7b_k74ckcb57d374da2f,08/09/2022,XOnBp3A5KW,Κατοικία,Αττικής,Αθηναίων,101.0,2ος,1993.0,Ματαιωμένος,170000,ναι,37.9642892,23.7423217,1990-1999,100-149
https://www.eauction.gr/Auction/Details/d64g1hb7dfde_g4c476cbe3c173d_07a,21/09/2022,sTuXjQrUth,Κατοικία,Αττικής,Αιγάλεω,45.25,1ος,2005.0,Ολοκληρωμένος - Κατακύρωση,49600,ναι,37.9993902,23.6725668,2000-2009,<50
https://www.eauction.gr/Auction/Details/ae5g7d612k2j5f4a46653k123aa712_3,08/02/2023,nx0M2cVcgK-001,Κατοικία,Αττικής,Νέας Ιωνίας,73.79,2ος,2006.0,Ματαιωμένος,184000,όχι,38.0342723,23.7694884,2000-2009,50-99
