πληροφορίες,ημνία_πλειστηριασμού,μοναδικός_κωδικός,τύπος_ακινήτου,περιφέρεια,δήμος,επιφάνεια,όροφος,έτος_κατασκευής,κατάσταση_πλειστηριασμού,τιμή_εκκίνησης (€),ακρίβεια_τοποθεσίας,latitude,longitude,year_range,surface_range
https://www.eauction.gr/Auction/Details/3da1ag43_fca6d66af1452c50j__5g_i,22/02/2023,7N1jq1Yxjl,Κατοικία,Αττικής,Νέας Ιωνίας,47.59,1ος,1971.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,49300,ναι,38.0308126,23.7485868,1970-1989,<50
https://www.eauction.gr/Auction/Details/2h637j61cf1ic20i4d1b56d42g35d473,22/02/2023,21wD91fSn6,Κατοικία,Αττικής,Αγίων Αναργύρων - Καματερού,97.48,Ισόγειο,1950.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,95000,ναι,38.0532732,23.6964185,1950-1969,50-99
https://www.eauction.gr/Auction/Details/2721b3a04c6a1c2iaib2dc1e64c4dd3k,09/11/2022,j9Rt5EJDWr,Κατοικία,Αττικής,Καλλιθέας,133.61,,1964.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,125000,ναι,37.9536759,23.7008668,1950-1969,100-149
https://www.eauction.gr/Auction/Details/2g034e6cbacd643520_7cd6_4da6bf_a,02/12/2022,Wj862OKLyL-001,Κατοικία,Αττικής,Παλλήνης,81.0,1ος,2000.0,Ματαιωμένος,177000,όχι,38.0051842,23.8770241,2000-2009,50-99
https://www.eauction.gr/Auction/Details/da3e4_7a76a103a0504i730b2j_a006c,02/12/2022,Wj862OKLyL-002,Αποθήκη,Αττικής,Παλλήνης,6.0,Υπόγειο,2000.0,Ματαιωμένος,4000,όχι,38.0051842,23.8770241,2000-2009,<50
https://www.eauction.gr/Auction/Details/502e0gca363j1k2cbd710_0i060043c2,02/12/2022,Wj862OKLyL-003,Θέση Στάθμευσης,Αττικής,Παλλήνης,11.0,Υπόγειο,2000.0,Ματαιωμένος,7000,όχι,38.0051842,23.8770241,2000-2009,<50
https://www.eauction.gr/Auction/Details/016i0f_13fa56a401h2440c3ca__054d,02/12/2022,hT3GDVFSjV-001,Αποθήκη,Αττικής,Αλίμου,9.2,Υπόγειο,2000.0,Ματαιωμένος,4000,όχι,37.9145713,23.71667,2000-2009,<50
https://www.eauction.gr/Auction/Details/05a07j5ec_63103h3a1a_jak717e5eb3,02/12/2022,hT3GDVFSjV-002,Θέση Στάθμευσης,Αττικής,Αλίμου,10.15,Υπόγειο,2000.0,Ματαιωμένος,6400,όχι,37.9145713,23.71667,2000-2009,<50
https://www.eauction.gr/Auction/Details/5j425k_f613d60bc0a147cdd6bdf006f,02/12/2022,hT3GDVFSjV-003,Κατοικία,Αττικής,Αλίμου,94.7,5ος,2000.0,Ματαιωμένος,304000,όχι,37.9145713,23.71667,2000-2009,50-99
https://www.eauction.gr/Auction/Details/c1__320i1e2f3k37df512d3k5f_1c_44,28/09/2022,0FBxJrqY4o,Κατοικία,Αττικής,Αθηναίων,59.89,Ισόγειο,1961.0,Ολοκληρωμένος - Κατακύρωση,54000,ναι,37.9668907,23.7451268,1950-1969,50-99
https://www.eauction.gr/Auction/Details/1676bd0e2c2f40b517b620dd5f5j70df,13/10/2022,wnBpGc2cm7,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,90.0,2ος,1973.0,Ολοκληρωμένος - Κατακύρωση,50400,ναι,37.9646351,23.638535,1970-1989,50-99
https://www.eauction.gr/Auction/Details/_kb430142c5c35cg401k6f2b3e22cbc2,01/03/2023,6sTPLblRpS,Κατοικία,Αττικής,Ζωγράφου,52.0,4ος,1969.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,64622,ναι,37.9803547,23.7668716,1950-1969,50-99
https://www.eauction.gr/Auction/Details/4ac02_dd3k6ab5_6_f7__3__11c25kc0,26/10/2022,g0Hu4oRaRx,Αποθήκη,Αττικής,Αθηναίων,67.92,Υπόγειο,1978.0,Ματαιωμένος,22500,ναι,37.9981566,23.7461849,1970-1989,50-99
https://www.eauction.gr/Auction/Details/27315_1d5272_0b_aj16c_ak5f622_65,18/01/2023,JjHYl9CrFK,Κατοικία,Αττικής,Παλαιού Φαλήρου,129.0,2ος,1990.0,Ματαιωμένος,350000,ναι,37.9300926,23.6899995,1990-1999,100-149
https://www.eauction.gr/Auction/Details/4f617d0f50a43_5e0h5d6a7g53d5caa1,05/10/2022,GS2dAoBc1R-001,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,38.57,Ισόγειο,1970.0,Σε αναστολή,28500,ναι,37.9834094,23.6349857,1970-1989,<50
https://www.eauction.gr/Auction/Details/ad_fde307f_k551i1b0_7b41a_4f3g4k,05/10/2022,GS2dAoBc1R-002,Επαγγελματικοί Χώροι,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,24.0,Ισόγειο,1970.0,Σε αναστολή,21600,ναι,37.9834094,23.6349857,1970-1989,<50
https://www.eauction.gr/Auction/Details/b32k1c_h2i74010e4i5ed70_6e201246,26/10/2022,NCWviBhpS0,Κατοικία,Αττικής,Καλλιθέας,73.22,2ος,1976.0,Ολοκληρωμένος - Κατακύρωση,67500,ναι,37.9519975,23.7041137,1970-1989,50-99
https://www.eauction.gr/Auction/Details/a4_520ah_cbj166a1f0e647a5h705g12,26/10/2022,aI3blubao9,Κατοικία,Αττικής,Αλίμου,26.0,,,Ολοκληρωμένος - Κατακύρωση,47000,ναι,37.91298,23.7134727,,<50
https://www.eauction.gr/Auction/Details/5dc50_c0535_a1a1c56id04k443471d5,26/10/2022,sZGWjVeakm,Κατοικία,Αττικής,Αθηναίων,69.0,,,Ολοκληρωμένος - Κατακύρωση,78000,ναι,37.9713118,23.7459683,,50-99
https://www.eauction.gr/Auction/Details/6e_4214b25bg65a4_346c666412j_h_f,07/10/2022,IETpAX0Rw1,Κατοικία,Αττικής,Αθηναίων,89.0,2ος,1965.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,79000,ναι,37.9920917,23.7307459,1950-1969,50-99
https://www.eauction.gr/Auction/Details/ag0k756e0a0h1__1a1_d1g105_a_d522,05/10/2022,wxxMJcHYMT,Κατοικία,Αττικής,Αγίου Δημητρίου,75.0,Ισόγειο,1975.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,80000,ναι,37.9405415,23.7324949,1970-1989,50-99
https://www.eauction.gr/Auction/Details/5d3abfag3a_36a3g5604___346b2551_,20/10/2022,AhPjZAQLuw,Αποθήκη,Αττικής,Αγίου Δημητρίου,10.01,Υπόγειο,2006.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,3500,ναι,37.9308506,23.732272,2000-2009,<50
https://www.eauction.gr/Auction/Details/ce2d0bd_cg067c5e0a7adf6fb46_1h6g,26/10/2022,fqUgNZyWtv-001,Κατοικία,Αττικής,Μοσχάτου - Ταύρου,65.08,,,Ματαιωμένος,120000,ναι,37.9697388,23.6945969,,50-99
https://www.eauction.gr/Auction/Details/de3g6f105f3d7kadd66f6341_74bdbc5,26/10/2022,fqUgNZyWtv-002,Κατοικία,Αττικής,Μοσχάτου - Ταύρου,55.56,,,Ματαιωμένος,88896,ναι,37.9697388,23.6945969,,50-99
https://www.eauction.gr/Auction/Details/ah72063gck_53ecbcf6i06bc6c51ag32,26/10/2022,fqUgNZyWtv-003,Κατοικία,Αττικής,Μοσχάτου - Ταύρου,55.56,,,Ματαιωμένος,105600,ναι,37.9697388,23.6945969,,50-99
https://www.eauction.gr/Auction/Details/_05abi32c62gaa7ha_0iadd1_k242j0d,26/10/2022,fqUgNZyWtv-004,Κατοικία,Αττικής,Μοσχάτου - Ταύρου,65.08,,,Ματαιωμένος,123750,ναι,37.9697388,23.6945969,,50-99
https://www.eauction.gr/Auction/Details/bec03a53df0g6357bjcb6_67bi664a3g,26/10/2022,fqUgNZyWtv-005,Κατοικία,Αττικής,Μοσχάτου - Ταύρου,55.56,,,Ματαιωμένος,108800,ναι,37.9697388,23.6945969,,50-99
https://www.eauction.gr/Auction/Details/daac3ed_315_b40dde_gcfb_6i2dah6_,26/10/2022,fqUgNZyWtv-006,Αποθήκη,Αττικής,Μοσχάτου - Ταύρου,1.8,,,Ματαιωμένος,750,ναι,37.9697388,23.6945969,,<50
https://www.eauction.gr/Auction/Details/5b1c35a_3f4645_j762j6dc3_0ad4j7f,26/10/2022,fqUgNZyWtv-007,Αποθήκη,Αττικής,Μοσχάτου - Ταύρου,1.88,,,Ματαιωμένος,750,ναι,37.9697388,23.6945969,,<50
https://www.eauction.gr/Auction/Details/a2b3635_1i_ic1174j0c_7a2b00j457g,26/10/2022,fqUgNZyWtv-008,Αποθήκη,Αττικής,Μοσχάτου - Ταύρου,1.88,,,Ματαιωμένος,750,ναι,37.9697388,23.6945969,,<50
https://www.eauction.gr/Auction/Details/1e_0a77407ca7a_6ceci2b143h6h14c6,26/10/2022,fqUgNZyWtv-009,Αποθήκη,Αττικής,Μοσχάτου - Ταύρου,1.88,,,Ματαιωμένος,750,ναι,37.9697388,23.6945969,,<50
https://www.eauction.gr/Auction/Details/605i1i030icf4jb650243_252d6c3dch,26/10/2022,fqUgNZyWtv-010,Αποθήκη,Αττικής,Μοσχάτου - Ταύρου,1.88,,,Ματαιωμένος,750,ναι,37.9697388,23.6945969,,<50
https://www.eauction.gr/Auction/Details/4gbk7dd0aa4hch0d4e724f_b14_5_j20,26/10/2022,W6gxtmfxJ6-001,Κατοικία,Αττικής,Κερατσινίου - Δραπετσώνας,85.5,4ος,2008.0,Ματαιωμένος,116000,ναι,37.946879,23.6225567,2000-2009,50-99
https://www.eauction.gr/Auction/Details/4bcf0c4k5i163036_f4f7b1h4kbh3007,26/10/2022,W6gxtmfxJ6-002,Αποθήκη,Αττικής,Κερατσινίου - Δραπετσώνας,7.5,Υπόγειο,2008.0,Ματαιωμένος,2500,ναι,37.946879,23.6225567,2000-2009,<50
https://www.eauction.gr/Auction/Details/_e1g42d47icabcaebabfc327bd655a37,26/10/2022,W6gxtmfxJ6-003,Θέση Στάθμευσης,Αττικής,Κερατσινίου - Δραπετσώνας,10.0,Υπόγειο,2008.0,Ματαιωμένος,4500,ναι,37.946879,23.6225567,2000-2009,<50
https://www.eauction.gr/Auction/Details/_g_17_a474745k2k2002aich0c6ac236,08/03/2023,6SIo92fB71-001,Κατοικία,Αττικής,Πειραιώς,57.3,5ος,2008.0,Ολοκληρωμένος - Κατακύρωση,75000,ναι,37.9627864,23.6533162,2000-2009,50-99
https://www.eauction.gr/Auction/Details/back1b4e2e2b3_1a7257322h3e_j7a1d,08/03/2023,6SIo92fB71-002,Κατοικία,Αττικής,Πειραιώς,44.5,6ος,2008.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,59000,ναι,37.9627864,23.6533162,2000-2009,<50
https://www.eauction.gr/Auction/Details/35_b2777672i3jd7b16ac_dd0gbj7h33,08/03/2023,6SIo92fB71-005,Θέση Στάθμευσης,Αττικής,Πειραιώς,1.5,Υπόγειο,2008.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,4000,ναι,37.9627864,23.6533162,2000-2009,<50
https://www.eauction.gr/Auction/Details/aa6370d6adai2eb2251c612a1jc06_ah,08/03/2023,6SIo92fB71-003,Θέση Στάθμευσης,Αττικής,Πειραιώς,11.25,Υπόγειο,2008.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,10000,ναι,37.9627864,23.6533162,2000-2009,<50
https://www.eauction.gr/Auction/Details/6dc4ah1d_655bd574kdg3fb4c7bfa__5,08/03/2023,6SIo92fB71-004,Θέση Στάθμευσης,Αττικής,Πειραιώς,1.5,Υπόγειο,2008.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,4000,ναι,37.9627864,23.6533162,2000-2009,<50
https://www.eauction.gr/Auction/Details/3a7a40_f17_kbfbdcc4k5a72cc5g3525,19/10/2022,SutmG6Nsm2,Κατοικία,Αττικής,Αθηναίων,81.33,2ος,1994.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,102100,ναι,38.0291698,23.7396868,1990-1999,50-99
https://www.eauction.gr/Auction/Details/157_74220b1b417e702bc52fbc0f34dc,26/10/2022,E8jGUIcMal-001,Κατοικία,Αττικής,Νέας Σμύρνης,89.8,4ος,2002.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,250000,όχι,37.9418383,23.7085272,2000-2009,50-99
https://www.eauction.gr/Auction/Details/5602ab1g6_0g0gca5jd0ac5232cd1_63,26/10/2022,E8jGUIcMal-002,Αποθήκη,Αττικής,Νέας Σμύρνης,5.28,Υπόγειο,2002.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,4000,όχι,37.9418383,23.7085272,2000-2009,<50
https://www.eauction.gr/Auction/Details/1j25d55dc0c34j42b02c220a4f5_cd2d,26/10/2022,E8jGUIcMal-003,Θέση Στάθμευσης,Αττικής,Νέας Σμύρνης,18.5,Πυλωτή,2002.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,15000,όχι,37.9418383,23.7085272,2000-2009,<50
https://www.eauction.gr/Auction/Details/ba6g2c_1__32162g3526637f3b5j1ead,02/11/2022,tfkJ4feOe2,Κατοικία,Αττικής,Παλαιού Φαλήρου,54.0,Ισόγειο,1971.0,Ολοκληρωμένος - Κατακύρωση,72000,ναι,37.9302587,23.6901588,1970-1989,50-99
https://www.eauction.gr/Auction/Details/2770aa5g3cbg_i1k4hdb566a255i51_a,19/10/2022,XPdWgWq8YA,Κατοικία,Αττικής,Πειραιώς,66.0,Ισόγειο,1970.0,Ολοκληρωμένος - Κατακύρωση,27722.5,ναι,37.9571995,23.6443788,1970-1989,50-99
https://www.eauction.gr/Auction/Details/b51g2i2e360e2645b61g6k660kb16ddf,26/10/2022,0AjF976gB0-001,Κατοικία,Αττικής,Περιστερίου,39.71,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,49300,ναι,38.0237728,23.669369,,<50
https://www.eauction.gr/Auction/Details/0ba_3f01d6ajbbbbc5763ac412c11i23,26/10/2022,0AjF976gB0-002,Αποθήκη,Αττικής,Περιστερίου,32.4,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,10000,ναι,38.0237728,23.669369,,<50
https://www.eauction.gr/Auction/Details/7d5h0b3_ci2d361bagc50ic045bg43bk,23/11/2022,JUFtkNr46n-001,Κατοικία,Αττικής,Πειραιώς,90.13,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,89000,ναι,37.960209,23.6541157,,50-99
https://www.eauction.gr/Auction/Details/65d6bh1_7k5dc23f7j1e24c1c6b5agaa,23/11/2022,JUFtkNr46n-002,Αποθήκη,Αττικής,Πειραιώς,12.62,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,2000,ναι,37.960209,23.6541157,,<50
https://www.eauction.gr/Auction/Details/_a1c6e6_db_ebd_bc2a325a14k252b1g,05/10/2022,nBb4rqeHav,Κατοικία,Αττικής,Αθηναίων,78.0,2ος,1972.0,Ολοκληρωμένος - Κατακύρωση,54000,ναι,38.0008134,23.7458921,1970-1989,50-99
https://www.eauction.gr/Auction/Details/4b40b44i0e0h23c005a167a0bj5j_e5_,12/10/2022,1tf7MCt6yQ,Κατοικία,Αττικής,Κρωπίας,129.14,Ισόγειο,1949.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,106000,ναι,37.9010087,23.8793446,Before 1950,100-149
https://www.eauction.gr/Auction/Details/4a0h002a6bcj6aaf2f72a7615c6j7aa4,12/10/2022,uNDunGIsdK,Κατοικία,Αττικής,Χαλανδρίου,65.2,1ος,1972.0,Ματαιωμένος,96000,ναι,38.0090415,23.7961693,1970-1989,50-99
https://www.eauction.gr/Auction/Details/_j3j6jda356h171a3662600d40_3ck3b,12/10/2022,pFxi38NtIa,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,119.57,,1977.0,Ματαιωμένος,93000,ναι,37.9738865,23.6324901,1970-1989,100-149
https://www.eauction.gr/Auction/Details/43_4acbfd2a43h2414dd5j07c443a6ab,14/10/2022,top8XOXmua,Κατοικία,Αττικής,Περιστερίου,62.0,2ος,1980.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,55000,ναι,38.0233176,23.6877256,1970-1989,50-99
https://www.eauction.gr/Auction/Details/_30j_jc75156132k1j4332d7a74f7ack,30/11/2022,wmrkaFsUtW,Κατοικία,Αττικής,Αίγινας,49.7,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,43600,όχι,37.7517716,23.4357207,,<50
https://www.eauction.gr/Auction/Details/0k3i4k1702cc__6b71660a6d0h0b2hch,01/03/2023,Y9vyI2juR5,Κατοικία,Αττικής,Φυλής,87.92,Ισόγειο,2005.0,Ματαιωμένος,19125,ναι,38.0789292,23.7141628,2000-2009,50-99
https://www.eauction.gr/Auction/Details/7_c5_i2g502_264da_d31d6j144k164h,11/11/2022,XEVY6KHNXL,Κατοικία,Αττικής,Ιλίου,53.51,1ος,1996.0,Ματαιωμένος,60500,ναι,38.0314865,23.6919099,1990-1999,50-99
https://www.eauction.gr/Auction/Details/2d354_6f0i7i14b37354aba3da244f0c,01/03/2023,jhjr5bag7J,Κατοικία,Αττικής,Γλυφάδας,80.0,1ος,1990.0,Ματαιωμένος,156000,ναι,37.8739893,23.7650734,1990-1999,50-99
https://www.eauction.gr/Auction/Details/_0c0513k7kb6667g1_dd6a7kcia5624a,09/11/2022,98N3qYLpk9-001,Κατοικία,Αττικής,Νέας Ιωνίας,76.73,5ος,2000.0,Ματαιωμένος,159061.3,ναι,38.0384013,23.767722,2000-2009,50-99
https://www.eauction.gr/Auction/Details/6b4j3cbf67dea6ch0d1k2c_a443g2fdg,09/11/2022,98N3qYLpk9-002,Θέση Στάθμευσης,Αττικής,Νέας Ιωνίας,12.15,Υπόγειο,2000.0,Ματαιωμένος,7556.09,ναι,38.0384013,23.767722,2000-2009,<50
https://www.eauction.gr/Auction/Details/6ac3a64cbga_45235_45aa1k1c1_0ddb,09/11/2022,98N3qYLpk9-003,Αποθήκη,Αττικής,Νέας Ιωνίας,4.82,Υπόγειο,2000.0,Ματαιωμένος,2997.56,ναι,38.0384013,23.767722,2000-2009,<50
https://www.eauction.gr/Auction/Details/de_c41a47k3e2e2c1k460_373e__a5af,02/03/2023,OGTpQZjghb,Επαγγελματικοί Χώροι,Αττικής,Γλυφάδας,33.0,Ισόγειο,1987.0,Ματαιωμένος,69000,ναι,37.8787322,23.7580957,1970-1989,<50
https://www.eauction.gr/Auction/Details/1cb3d71f34da2_5c767a06ch04c4cd1a,14/12/2022,v8tM44UTmQ-002,Αποθήκη,Αττικής,Μαρκοπούλου Μεσογαίας,12.0,Υπόγειο,2006.0,Ολοκληρωμένος - Κατακύρωση,3400,ναι,37.888766,23.9360344,2000-2009,<50
https://www.eauction.gr/Auction/Details/_10f6j_h__3j5d_6cbce_g_3155ha1c2,14/12/2022,v8tM44UTmQ-001,Κατοικία,Αττικής,Μαρκοπούλου Μεσογαίας,107.0,2ος,2006.0,Ολοκληρωμένος - Κατακύρωση,133000,ναι,37.888766,23.9360344,2000-2009,100-149
https://www.eauction.gr/Auction/Details/3dag43_hc6ah14413k0a_e_b_kabd_36,19/10/2022,JB4CdXGk2h-001,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,37.04,3ος,2004.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,43000,ναι,37.9673314,23.6583244,2000-2009,<50
https://www.eauction.gr/Auction/Details/2_7f_4ci64ba7h046k21361f_43ca1a3,19/10/2022,JB4CdXGk2h-002,Αποθήκη,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,7.0,Υπόγειο,2004.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,2000,ναι,37.9673314,23.6583244,2000-2009,<50
https://www.eauction.gr/Auction/Details/4_ak1a_40jd4ch13a5010j7e5k1ibe_h,02/11/2022,nPipIylSKD,Κατοικία,Αττικής,Αθηναίων,40.4,Ημιυπόγειο,1968.0,Ματαιωμένος,35500,ναι,37.9869332,23.7485252,1950-1969,<50
https://www.eauction.gr/Auction/Details/667b774i724d235g0j2j5i5i6e17655b,02/11/2022,W9HbypKXZb-001,Κατοικία,Αττικής,Αθηναίων,72.06,2ος,2009.0,Ματαιωμένος,178000,ναι,37.960991,23.7362346,2000-2009,50-99
https://www.eauction.gr/Auction/Details/_gcech7ab0b0chdfa05d41c035166ec5,02/11/2022,W9HbypKXZb-002,Αποθήκη,Αττικής,Αθηναίων,3.5,Υπόγειο,2009.0,Ματαιωμένος,3000,ναι,37.960991,23.7362346,2000-2009,<50
https://www.eauction.gr/Auction/Details/6a1g30dgc73d3k3_7jaidg6f2jc5__aj,12/10/2022,8kxXpUtCAD,Κατοικία,Αττικής,Πειραιώς,90.0,5ος,1969.0,Ολοκληρωμένος - Κατακύρωση,112500,ναι,37.9365679,23.6452232,1950-1969,50-99
https://www.eauction.gr/Auction/Details/0602_hah5b_4dc3c1g50ck6g143g7j12,26/10/2022,LnDJKCwC59,Κατοικία,Αττικής,Πετρούπολης,123.63,1ος,1992.0,Ματαιωμένος,146000,ναι,,,1990-1999,100-149
https://www.eauction.gr/Auction/Details/317b40_h5gd4aa5d0jb5bja0bc040gc2,19/10/2022,3qrHfrmWk3,Επαγγελματικοί Χώροι,Αττικής,Αχαρνών,49.5,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,37100,ναι,38.0819941,23.7414564,,<50
https://www.eauction.gr/Auction/Details/2j7f2k437_a66ja0bb0k_426dg6a7g51,12/10/2022,S84nP1LwTP,Κατοικία,Αττικής,Περάματος,174.18,Ισόγειο,1973.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,122000,ναι,37.9651793,23.5793252,1970-1989,150-199
https://www.eauction.gr/Auction/Details/3idc15_341461c4gd7aeb56h17d_ag_2,12/10/2022,5dnMGcrMb5,Οικόπεδο,Αττικής,Περάματος,78.0,Υπόγειο,1968.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,30000,ναι,37.9651597,23.5760083,1950-1969,50-99
https://www.eauction.gr/Auction/Details/b4_4a20k711ga414163kcab7_i2g_75e,12/10/2022,FobmjX7iaH,Κατοικία,Αττικής,Πετρούπολης,92.0,1ος,1983.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,111423,ναι,38.042081,23.6839981,1970-1989,50-99
https://www.eauction.gr/Auction/Details/bbdg145cd2_h6bd3_2db76454i76064g,19/10/2022,DhCCoPcOZO,Κατοικία,Αττικής,Πειραιώς,48.36,1ος,1970.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,133000,ναι,37.938991,23.6602031,1970-1989,<50
https://www.eauction.gr/Auction/Details/11aj0d2g2_6760726b5252614h011251,19/10/2022,NTCmoJ31sk,Κατοικία,Αττικής,Αμαρουσίου,96.87,1ος,1970.0,Ματαιωμένος,130000,ναι,38.0329825,23.8138733,1970-1989,50-99
https://www.eauction.gr/Auction/Details/_eaga50k2b_73bbd_e7j632c25ck41ba,15/02/2023,KjW4QnwNU4,Κατοικία,Αττικής,Νέας Ιωνίας,151.0,Ισόγειο,1976.0,Ματαιωμένος,203000,ναι,38.0420764,23.7533079,1970-1989,150-199
https://www.eauction.gr/Auction/Details/0f_aa_4227676h22773d1_cj4bbid47_,19/10/2022,kOnh2745yq,Κατοικία,Αττικής,Αθηναίων,75.0,2ος,1964.0,Ματαιωμένος,112500,ναι,37.9643284,23.7467103,1950-1969,50-99
https://www.eauction.gr/Auction/Details/774_dc_eak0j164i__a2021g032e_154,02/11/2022,7U64VMCFLO-001,Αποθήκη,Αττικής,Σπάτων - Αρτέμιδος,5.68,Υπόγειο,2005.0,Ολοκληρωμένος - Κατακύρωση,836.55,όχι,37.949162,24.0027803,2000-2009,<50
https://www.eauction.gr/Auction/Details/6a0_357e1g03b471b6636__f36_b6f6b,02/11/2022,7U64VMCFLO-002,Θέση Στάθμευσης,Αττικής,Σπάτων - Αρτέμιδος,10.13,Υπόγειο,2005.0,Ολοκληρωμένος - Κατακύρωση,1559.03,όχι,37.949162,24.0027803,2000-2009,<50
https://www.eauction.gr/Auction/Details/b_a37_5770_k0j7ebkd_4f0ja4d25253,19/04/2023,MDDGFX9Nwg,Κατοικία,Αττικής,Αθηναίων,70.77,1ος,1982.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,118000,ναι,38.0136825,23.7325913,1970-1989,50-99
https://www.eauction.gr/Auction/Details/1dc625207h430f2h3ecc7e23__4i7h4a,25/01/2023,krP82q0pPv,Κατοικία,Αττικής,Διονύσου,224.55,Ισόγειο,2004.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,358500,ναι,38.1023588,23.8865729,2000-2009,200-299
https://www.eauction.gr/Auction/Details/6dc01k114fced1015had3d5_aj5702c6,09/11/2022,MWgPaNHiDq,Κατοικία,Αττικής,Αθηναίων,76.7,3ος,1970.0,Ολοκληρωμένος - Κατακύρωση,67000,ναι,37.9917537,23.7244629,1970-1989,50-99
https://www.eauction.gr/Auction/Details/3a067c01060cbk75c__i46b63a7eb13h,09/11/2022,xuDxYg7YLM,Κατοικία,Αττικής,Αθηναίων,50.0,4ος,1970.0,Ματαιωμένος,54694,ναι,38.0031117,23.7233654,1970-1989,50-99
https://www.eauction.gr/Auction/Details/337i62b1_07g6g4_2c3jc304_aa012d0,01/02/2023,BtQxQa5rF5,Κατοικία,Αττικής,Ασπροπύργου,54.4,Ισόγειο,1972.0,Ματαιωμένος,33000,ναι,38.0647409,23.5913425,1970-1989,50-99
https://www.eauction.gr/Auction/Details/c676_kb35d5hbf256e5d2i132h5fbeab,02/11/2022,hreh8QDCHR,Κατοικία,Αττικής,Χαλανδρίου,38.3,Ισόγειο,1971.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,70000,ναι,38.01938,23.7987723,1970-1989,<50
https://www.eauction.gr/Auction/Details/6cbja53_75a70_72caajb44j0f6i0fba,26/04/2023,FVMttKXWpl,Κατοικία,Αττικής,Αθηναίων,47.0,2ος,1973.0,Ματαιωμένος,72000,ναι,37.9646964,23.7334268,1970-1989,<50
https://www.eauction.gr/Auction/Details/6g2g67b00c4561_a0i7120b062_7317e,26/10/2022,8qXSsTdtC6-002,Κατοικία,Αττικής,Αιγάλεω,27.47,Ισόγειο,2007.0,Ολοκληρωμένος - Κατακύρωση,35300,ναι,38.0029892,23.6786146,2000-2009,<50
https://www.eauction.gr/Auction/Details/0ad_5i77d762_741c5a07i6152_7437c,19/10/2022,C9e4u964o2,Κατοικία,Αττικής,Αθηναίων,56.19,3ος,1957.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,35500,ναι,37.9936329,23.7282093,1950-1969,50-99
https://www.eauction.gr/Auction/Details/6e7kc0_50e2h_i2b_i04b371627hc_1j,26/10/2022,8qXSsTdtC6-001,Κατοικία,Αττικής,Αιγάλεω,98.0,1ος,2007.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,137200,ναι,38.0029892,23.6786146,2000-2009,50-99
https://www.eauction.gr/Auction/Details/ce2ca2a66463014ickabc54ebi552d13,23/11/2022,3gimRurSIU,Κατοικία,Αττικής,Περιστερίου,69.0,1ος,1991.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,38500,ναι,38.0227995,23.6764011,1990-1999,50-99
