fid,id,NAME,KWD_YPES,NUMPOINTS,std_name,price,avg_price
7,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.14,Αγίου Δημητρίου,"9194",24.000000000000000,αγίου δημη,165600,165468.750
7,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.14,Αγίου Δημητρίου,"9194",24.000000000000000,αγίου δημη,174000,165468.750
7,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.14,Αγίου Δημητρίου,"9194",24.000000000000000,αγίου δημη,63000,165468.750
7,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.14,Αγίου Δημητρίου,"9194",24.000000000000000,αγίου δημη,122000,165468.750
7,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.14,Αγίου Δημητρίου,"9194",24.000000000000000,αγίου δημη,79000,165468.750
7,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.14,Αγίου Δημητρίου,"9194",24.000000000000000,αγίου δημη,50000,165468.750
7,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.14,Αγίου Δημητρίου,"9194",24.000000000000000,αγίου δημη,122000,165468.750
7,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.14,Αγίου Δημητρίου,"9194",24.000000000000000,αγίου δημη,117600,165468.750
7,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.14,Αγίου Δημητρίου,"9194",24.000000000000000,αγίου δημη,200000,165468.750
7,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.14,Αγίου Δημητρίου,"9194",24.000000000000000,αγίου δημη,31500,165468.750
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,125000,93637.917
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,62000,93637.917
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,114000,93637.917
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,32000,93637.917
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,95000,93637.917
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,80300,93637.917
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,44500,93637.917
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,186100,93637.917
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,115000,93637.917
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,82185,93637.917
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,65000,93637.917
8,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.17,Αγίων Αναργύρων - Καματερού,"9180",12.000000000000000,αγίων αναρ,122570,93637.917
9,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.20,Αγκιστρίου,"9207",0.000000000000000,αγκιστρίου,,
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,133000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,78400,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,65000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,58400,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,50000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,33600,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,50500,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,47200,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,65000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,100000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,111000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,4000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,199000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,91000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,91000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,27500,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,135000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,47200,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,133600,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,290200,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,124000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,140000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,156500,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,52500,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,54701,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,37000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,98000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,170785,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,44800,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,60000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,153000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,96000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,70000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,84000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,84000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,78000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,26880,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,140000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,240000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,170000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,70880,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,127000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,297000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,55500,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,28074,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,97000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,29600,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,77600,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,130000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,109000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,97000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,52000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,130000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,50500,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,69000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,57600,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,53000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,228000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,61000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,58840,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,92000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,57000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,56000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,21450,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,50400,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,80000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,49000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,53500,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,22120,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,46400,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,232000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,60750,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,102000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,77000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,63000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,43000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,153000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,39000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,56000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,39000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,73000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,11000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,41715,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,48000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,114000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,110000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,57000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,58500,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,29000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,68000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,62500,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,28800,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,108615,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,130500,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,56000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,160000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,32000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,37000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,50000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,44300,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,58400,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,63000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,49700,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,48000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,81000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,45600,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,54058,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,55000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,90200,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,48500,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,71920,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,50000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,30000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,94159,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,105000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,194000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,65000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,54000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,72400,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,156000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,28353,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,56000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,100600,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,73000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,15300,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,37970,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,37598,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,67000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,122000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,50000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,51000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,126000,82994.738
10,c7b5978b-aca9-4d74-b8a5-d3a48d02f6d0.23,Αθηναίων,"9186",345.000000000000000,αθηναίων,153000,82994.738
